date,wojew,location,new_cases,d_0,new_deaths,new_deaths_c,new_deaths_nc,new_tests_poz,new_recoveries,new_quarantine,new_tests,new_tests_plus,new_tests_minus,new_tests_other
2021-01-15,mazowieckie,nowodworski,12,1,0,0,0,17,63,546,152,13,139,0
2021-01-15,pomorskie,nowodworski,8,2,1,0,1,10,11,208,57,8,48,1
2021-01-16,mazowieckie,nowodworski,14,1,0,0,0,17,24,521,253,15,236,2
2021-01-16,pomorskie,nowodworski,8,2,1,0,1,9,20,208,98,8,89,1
2021-01-17,mazowieckie,nowodworski,4,0,0,0,0,0,4,517,87,5,82,0
2021-01-17,pomorskie,nowodworski,4,1,0,0,0,3,3,187,32,5,25,2
2021-01-18,mazowieckie,nowodworski,7,0,0,0,0,1,27,495,169,7,161,1
2021-01-18,pomorskie,nowodworski,5,1,0,0,0,0,18,169,23,5,18,0
2021-01-19,mazowieckie,nowodworski,3,0,1,0,1,38,35,529,73,4,68,1
2021-01-19,pomorskie,nowodworski,3,0,0,0,0,29,9,199,32,3,29,0
2021-01-20,mazowieckie,nowodworski,14,1,0,0,0,24,8,507,72,15,56,1
2021-01-20,pomorskie,nowodworski,8,2,2,0,2,13,3,223,42,8,33,1
2021-01-21,mazowieckie,nowodworski,9,1,3,0,3,19,7,521,79,11,68,0
2021-01-21,pomorskie,nowodworski,7,1,0,0,0,20,3,225,43,8,35,0
2021-01-22,mazowieckie,nowodworski,4,0,1,1,0,26,25,522,70,4,65,1
2021-01-22,pomorskie,nowodworski,7,1,2,1,1,14,11,229,52,8,44,0
2021-01-23,mazowieckie,nowodworski,12,1,1,0,1,11,4,479,86,13,71,2
2021-01-23,pomorskie,nowodworski,8,2,0,0,0,18,13,242,42,8,32,2
2021-01-24,mazowieckie,nowodworski,5,0,0,0,0,1,15,470,80,5,75,0
2021-01-24,pomorskie,nowodworski,7,1,0,0,0,0,8,238,33,7,26,0
2021-01-25,mazowieckie,nowodworski,4,0,0,0,0,1,8,455,28,4,24,0
2021-01-25,pomorskie,nowodworski,2,0,0,0,0,0,8,230,14,2,11,1
2021-01-26,mazowieckie,nowodworski,3,0,0,0,0,28,7,472,71,5,65,1
2021-01-26,pomorskie,nowodworski,1,0,0,0,0,21,4,226,49,2,47,0
2021-01-27,mazowieckie,nowodworski,10,1,0,0,0,9,6,428,83,11,70,2
2021-01-27,pomorskie,nowodworski,9,2,0,0,0,14,6,253,41,10,31,0
2020-12-24,warmińsko-mazurskie,nowomiejski,18,4,0,0,0,20,23,394,49,18,29,2
2020-12-25,warmińsko-mazurskie,nowomiejski,9,2,0,0,0,9,25,404,44,10,32,2
2020-12-26,warmińsko-mazurskie,nowomiejski,2,0,0,0,0,1,31,391,8,2,6,0
2020-12-27,warmińsko-mazurskie,nowomiejski,7,1,0,0,0,0,25,340,29,7,22,0
2020-12-28,warmińsko-mazurskie,nowomiejski,2,0,0,0,0,1,12,319,15,2,13,0
2020-12-29,warmińsko-mazurskie,nowomiejski,13,2,1,0,1,34,10,328,63,14,48,1
2020-12-30,warmińsko-mazurskie,nowomiejski,26,5,0,0,0,36,9,334,73,26,44,3
2020-12-31,warmińsko-mazurskie,nowomiejski,18,4,3,0,3,26,15,356,80,18,60,2
2021-01-01,warmińsko-mazurskie,nowomiejski,22,5,2,0,2,11,15,344,66,22,43,1
2021-01-02,warmińsko-mazurskie,nowomiejski,3,0,0,0,0,3,15,318,25,3,22,0
2021-01-03,warmińsko-mazurskie,nowomiejski,3,0,0,0,0,0,11,259,19,3,16,0
2021-01-04,warmińsko-mazurskie,nowomiejski,2,0,0,0,0,0,3,236,14,2,12,0
2021-01-05,warmińsko-mazurskie,nowomiejski,11,2,0,0,0,40,9,263,75,11,64,0
2021-01-06,warmińsko-mazurskie,nowomiejski,28,6,2,0,2,31,2,260,64,29,32,3
2021-01-08,warmińsko-mazurskie,nowomiejski,22,5,0,0,0,46,22,289,61,23,38,0
2021-01-09,warmińsko-mazurskie,nowomiejski,22,5,0,0,0,19,24,293,72,22,44,6
2021-01-10,warmińsko-mazurskie,nowomiejski,6,1,0,0,0,0,17,279,28,6,19,3
2021-01-11,warmińsko-mazurskie,nowomiejski,3,0,0,0,0,0,4,271,13,4,9,0
2021-01-12,warmińsko-mazurskie,nowomiejski,9,2,3,0,3,36,8,289,49,9,39,1
2021-01-13,warmińsko-mazurskie,nowomiejski,22,5,1,0,1,21,3,290,54,22,30,2
2021-01-14,warmińsko-mazurskie,nowomiejski,8,1,1,0,1,18,7,312,34,10,18,6
2021-01-15,warmińsko-mazurskie,nowomiejski,9,2,0,0,0,23,22,303,106,10,95,1
2021-01-16,warmińsko-mazurskie,nowomiejski,28,6,0,0,0,16,14,296,260,31,227,2
2021-01-17,warmińsko-mazurskie,nowomiejski,5,1,0,0,0,2,18,296,34,6,27,1
2021-01-18,warmińsko-mazurskie,nowomiejski,1,0,0,0,0,0,20,296,15,1,13,1
2021-01-19,warmińsko-mazurskie,nowomiejski,10,2,2,0,2,33,7,301,51,10,39,2
2021-01-20,warmińsko-mazurskie,nowomiejski,10,2,0,0,0,19,3,311,49,10,37,2
2021-01-21,warmińsko-mazurskie,nowomiejski,6,1,0,0,0,12,7,314,39,6,33,0
2021-01-22,warmińsko-mazurskie,nowomiejski,7,1,0,0,0,8,24,304,38,8,28,2
2021-01-23,warmińsko-mazurskie,nowomiejski,10,2,0,0,0,18,13,310,47,12,34,1
2021-01-24,warmińsko-mazurskie,nowomiejski,5,1,0,0,0,0,25,291,39,5,33,1
2021-01-25,warmińsko-mazurskie,nowomiejski,2,0,0,0,0,0,9,283,15,2,13,0
2021-01-26,warmińsko-mazurskie,nowomiejski,12,2,0,0,0,32,8,288,44,12,32,0
2021-01-27,warmińsko-mazurskie,nowomiejski,9,2,0,0,0,9,1,348,40,9,30,1
2020-12-24,lubuskie,nowosolski,22,2,0,0,0,21,8,293,80,25,55,0
2020-12-25,lubuskie,nowosolski,16,1,1,1,0,6,14,343,47,17,30,0
2020-12-26,lubuskie,nowosolski,5,0,0,0,0,0,18,333,20,6,13,1
2020-12-27,lubuskie,nowosolski,8,0,0,0,0,0,6,310,25,10,14,1
2020-12-28,lubuskie,nowosolski,1,0,0,0,0,0,12,300,23,4,19,0
2020-12-29,lubuskie,nowosolski,10,1,1,1,0,42,14,320,88,19,69,0
2020-12-30,lubuskie,nowosolski,25,2,0,0,0,23,5,295,109,28,81,0
2020-12-31,lubuskie,nowosolski,11,1,2,2,0,27,7,303,62,11,51,0
2021-01-01,lubuskie,nowosolski,17,1,1,1,0,19,18,312,86,19,64,3
2021-01-02,lubuskie,nowosolski,14,1,2,2,0,0,23,275,56,16,39,1
2021-01-03,lubuskie,nowosolski,4,0,0,0,0,5,13,261,49,10,39,0
2021-01-04,lubuskie,nowosolski,2,0,0,0,0,0,7,213,51,8,43,0
2021-01-05,lubuskie,nowosolski,3,0,0,0,0,65,9,241,50,3,47,0
2021-01-06,lubuskie,nowosolski,16,1,0,0,0,34,4,259,114,22,91,1
2021-01-08,lubuskie,nowosolski,15,1,0,0,0,55,19,313,127,31,95,1
2021-01-09,lubuskie,nowosolski,25,2,0,0,0,30,10,301,141,43,98,0
2021-01-10,lubuskie,nowosolski,13,1,0,0,0,0,15,282,63,13,50,0
2021-01-11,lubuskie,nowosolski,23,2,0,0,0,2,13,259,92,36,54,2
2021-01-12,lubuskie,nowosolski,7,0,0,0,0,44,4,305,86,11,75,0
2021-01-13,lubuskie,nowosolski,23,2,0,0,0,30,4,356,113,32,81,0
2021-01-14,lubuskie,nowosolski,26,3,1,1,0,25,8,396,105,27,78,0
2021-01-15,lubuskie,nowosolski,11,1,0,0,0,22,12,399,86,29,57,0
2021-01-16,lubuskie,nowosolski,22,2,3,3,0,27,21,390,334,36,297,1
2021-01-17,lubuskie,nowosolski,25,2,1,1,0,0,20,367,89,29,58,2
2021-01-18,lubuskie,nowosolski,3,0,0,0,0,1,21,393,39,4,33,2
2021-01-19,lubuskie,nowosolski,8,0,0,0,0,53,12,412,125,26,98,1
2021-01-20,lubuskie,nowosolski,18,2,5,3,2,25,22,441,84,20,64,0
2021-01-21,lubuskie,nowosolski,24,2,3,3,0,30,11,443,88,25,63,0
2021-01-22,lubuskie,nowosolski,20,2,0,0,0,15,24,442,98,24,73,1
2021-01-23,lubuskie,nowosolski,19,2,0,0,0,23,34,393,100,22,77,1
2021-01-24,lubuskie,nowosolski,11,1,0,0,0,0,11,339,48,15,32,1
2021-01-25,lubuskie,nowosolski,10,1,0,0,0,2,23,332,52,10,41,1
2021-01-26,lubuskie,nowosolski,6,0,0,0,0,42,23,348,93,9,84,0
2021-01-27,lubuskie,nowosolski,8,0,0,0,0,14,4,376,80,11,69,0
2020-12-24,małopolskie,nowosądecki,8,0,1,1,0,12,13,186,81,10,66,5
2020-12-25,małopolskie,nowosądecki,2,0,0,0,0,7,16,167,60,2,50,8
2020-12-26,małopolskie,nowosądecki,3,0,0,0,0,0,11,151,63,5,50,8
2020-12-27,małopolskie,nowosądecki,3,0,0,0,0,0,9,139,56,7,47,2
2020-12-28,małopolskie,nowosądecki,16,0,0,0,0,1,10,133,137,32,98,7
2020-12-29,małopolskie,nowosądecki,4,0,3,0,3,31,1,142,95,15,73,7
2020-12-30,małopolskie,nowosądecki,6,0,0,0,0,15,4,141,123,10,110,3
2020-12-31,małopolskie,nowosądecki,20,0,0,0,0,13,10,158,238,30,197,11
2021-01-01,małopolskie,nowosądecki,20,0,0,0,0,10,10,152,129,23,101,5
2021-01-02,małopolskie,nowosądecki,6,0,0,0,0,0,3,104,124,9,114,1
2021-01-03,małopolskie,nowosądecki,4,0,0,0,0,0,3,92,100,5,93,2
2021-01-04,małopolskie,nowosądecki,13,0,0,0,0,0,2,85,164,16,142,6
2021-01-05,małopolskie,nowosądecki,8,0,2,0,2,34,1,150,129,17,107,5
2021-01-06,małopolskie,nowosądecki,10,0,2,0,2,20,2,174,214,12,196,6
2021-01-08,małopolskie,nowosądecki,7,0,2,0,2,27,6,203,153,9,141,3
2021-01-09,małopolskie,nowosądecki,15,0,1,0,1,13,12,208,182,16,163,3
2021-01-10,małopolskie,nowosądecki,7,0,0,0,0,0,6,193,230,7,221,2
2021-01-11,małopolskie,nowosądecki,0,0,1,0,1,0,6,185,71,1,65,5
2021-01-12,małopolskie,nowosądecki,2,0,3,0,3,21,8,220,191,3,185,3
2021-01-13,małopolskie,nowosądecki,9,0,0,0,0,13,4,252,207,10,193,4
2021-01-14,małopolskie,nowosądecki,9,0,0,0,0,9,10,277,179,11,164,4
2021-01-15,małopolskie,nowosądecki,22,1,2,0,2,7,16,286,522,23,490,9
2021-01-16,małopolskie,nowosądecki,2,0,6,1,5,11,10,297,136,3,129,4
2021-01-17,małopolskie,nowosądecki,6,0,0,0,0,0,10,284,176,7,165,4
2021-01-18,małopolskie,nowosądecki,5,0,0,0,0,0,6,282,61,5,52,4
2021-01-19,małopolskie,nowosądecki,3,0,2,0,2,16,4,311,111,5,104,2
2021-01-20,małopolskie,nowosądecki,6,0,0,0,0,11,3,326,166,7,155,4
2021-01-21,małopolskie,nowosądecki,4,0,0,0,0,9,6,317,158,7,146,5
2021-01-22,małopolskie,nowosądecki,5,0,1,1,0,14,7,320,140,5,130,5
2021-01-23,małopolskie,nowosądecki,4,0,1,0,1,14,17,311,186,6,177,3
2021-01-24,małopolskie,nowosądecki,4,0,0,0,0,0,6,277,107,6,98,3
2021-01-25,małopolskie,nowosądecki,1,0,0,0,0,1,5,260,77,1,74,2
2021-01-26,małopolskie,nowosądecki,4,0,1,0,1,19,4,251,96,5,91,0
2021-01-27,małopolskie,nowosądecki,8,0,1,0,1,11,2,271,169,9,156,4
2020-12-24,małopolskie,nowotarski,5,0,1,0,1,7,9,80,63,5,57,1
2020-12-25,małopolskie,nowotarski,3,0,0,0,0,3,1,81,20,3,16,1
2020-12-26,małopolskie,nowotarski,2,0,0,0,0,1,3,67,44,3,37,4
2020-12-27,małopolskie,nowotarski,1,0,1,0,1,0,3,62,17,1,16,0
2020-12-28,małopolskie,nowotarski,43,2,0,0,0,0,3,59,91,44,41,6
2020-12-29,małopolskie,nowotarski,4,0,0,0,0,18,0,90,50,6,40,4
2020-12-30,małopolskie,nowotarski,14,0,0,0,0,8,2,129,145,16,128,1
2020-12-31,małopolskie,nowotarski,17,0,0,0,0,12,6,138,198,21,177,0
2021-01-01,małopolskie,nowotarski,3,0,1,0,1,9,4,124,66,4,61,1
2021-01-02,małopolskie,nowotarski,8,0,0,0,0,0,5,121,47,8,37,2
2021-01-03,małopolskie,nowotarski,4,0,0,0,0,0,2,114,76,4,69,3
2021-01-04,małopolskie,nowotarski,4,0,0,0,0,0,1,108,65,5,59,1
2021-01-05,małopolskie,nowotarski,14,0,1,0,1,33,6,135,164,19,144,1
2021-01-06,małopolskie,nowotarski,11,0,1,0,1,8,2,165,110,12,98,0
2021-01-08,małopolskie,nowotarski,36,1,2,1,1,9,13,159,259,39,212,8
2021-01-09,małopolskie,nowotarski,11,0,0,0,0,10,11,142,133,13,119,1
2021-01-10,małopolskie,nowotarski,7,0,0,0,0,1,9,136,109,7,99,3
2021-01-11,małopolskie,nowotarski,7,0,0,0,0,2,3,132,84,8,74,2
2021-01-12,małopolskie,nowotarski,8,0,3,0,3,10,4,142,248,12,236,0
2021-01-13,małopolskie,nowotarski,21,1,0,0,0,16,6,172,186,29,156,1
2021-01-14,małopolskie,nowotarski,5,0,0,0,0,5,9,190,438,6,428,4
2021-01-15,małopolskie,nowotarski,14,0,1,0,1,6,10,191,107,14,91,2
2021-01-16,małopolskie,nowotarski,3,0,1,0,1,4,10,187,80,4,74,2
2021-01-17,małopolskie,nowotarski,4,0,0,0,0,0,5,193,101,4,94,3
2021-01-18,małopolskie,nowotarski,1,0,0,0,0,0,10,217,45,2,38,5
2021-01-19,małopolskie,nowotarski,3,0,0,0,0,12,5,240,123,3,117,3
2021-01-20,małopolskie,nowotarski,6,0,0,0,0,8,2,270,86,6,79,1
2021-01-21,małopolskie,nowotarski,12,0,1,0,1,10,7,267,184,12,167,5
2021-01-22,małopolskie,nowotarski,3,0,1,0,1,6,4,278,102,4,97,1
2021-01-23,małopolskie,nowotarski,5,0,1,0,1,14,9,254,106,6,100,0
2021-01-24,małopolskie,nowotarski,2,0,0,0,0,0,8,239,80,2,77,1
2021-01-25,małopolskie,nowotarski,1,0,0,0,0,0,3,238,28,1,27,0
2021-01-26,małopolskie,nowotarski,3,0,0,0,0,3,1,232,110,5,104,1
2021-01-27,małopolskie,nowotarski,3,0,1,0,1,3,1,243,108,3,105,0
2020-12-24,wielkopolskie,nowotomyski,29,3,0,0,0,27,9,389,75,29,46,0
2020-12-25,wielkopolskie,nowotomyski,16,2,0,0,0,14,13,399,49,17,29,3
2020-12-26,wielkopolskie,nowotomyski,22,2,1,0,1,0,38,353,39,22,17,0
2020-12-27,wielkopolskie,nowotomyski,5,0,0,0,0,0,18,351,32,6,26,0
2020-12-28,wielkopolskie,nowotomyski,1,0,0,0,0,0,7,327,15,1,14,0
2020-12-29,wielkopolskie,nowotomyski,17,2,1,0,1,66,18,391,67,18,49,0
2020-12-30,wielkopolskie,nowotomyski,24,3,0,0,0,51,4,397,73,27,46,0
2020-12-31,wielkopolskie,nowotomyski,26,3,0,0,0,34,11,425,87,27,60,0
2021-01-01,wielkopolskie,nowotomyski,40,5,0,0,0,24,8,413,104,41,62,1
2021-01-02,wielkopolskie,nowotomyski,1,0,0,0,0,0,39,401,29,1,26,2
2021-01-03,wielkopolskie,nowotomyski,8,1,1,0,1,0,5,343,45,8,37,0
2021-01-04,wielkopolskie,nowotomyski,4,0,0,0,0,0,21,328,17,4,13,0
2021-01-05,wielkopolskie,nowotomyski,12,1,0,0,0,88,5,400,67,13,54,0
2021-01-06,wielkopolskie,nowotomyski,22,2,0,0,0,30,3,401,94,22,72,0
2021-01-08,wielkopolskie,nowotomyski,8,1,1,0,1,58,31,430,61,9,52,0
2021-01-09,wielkopolskie,nowotomyski,14,1,0,0,0,28,29,444,69,15,54,0
2021-01-10,wielkopolskie,nowotomyski,30,3,0,0,0,0,27,390,79,31,45,3
2021-01-11,wielkopolskie,nowotomyski,11,1,0,0,0,0,9,380,49,11,35,3
2021-01-12,wielkopolskie,nowotomyski,7,0,0,0,0,63,2,431,59,8,50,1
2021-01-13,wielkopolskie,nowotomyski,35,4,1,0,1,43,5,454,175,38,135,2
2021-01-14,wielkopolskie,nowotomyski,9,1,2,1,1,30,14,501,110,10,99,1
2021-01-15,wielkopolskie,nowotomyski,10,1,0,0,0,27,34,491,142,11,126,5
2021-01-16,wielkopolskie,nowotomyski,25,3,1,0,1,29,16,462,116,27,89,0
2021-01-17,wielkopolskie,nowotomyski,26,3,0,0,0,1,9,435,159,27,130,2
2021-01-18,wielkopolskie,nowotomyski,2,0,0,0,0,0,29,414,21,2,19,0
2021-01-19,wielkopolskie,nowotomyski,3,0,0,0,0,39,20,445,73,4,69,0
2021-01-20,wielkopolskie,nowotomyski,4,0,4,1,3,16,4,452,53,4,48,1
2021-01-21,wielkopolskie,nowotomyski,13,1,2,0,2,17,10,458,76,13,59,4
2021-01-22,wielkopolskie,nowotomyski,10,1,0,0,0,19,30,457,72,11,59,2
2021-01-23,wielkopolskie,nowotomyski,11,1,0,0,0,22,14,461,50,12,38,0
2021-01-24,wielkopolskie,nowotomyski,8,1,0,0,0,0,29,435,51,8,42,1
2021-01-25,wielkopolskie,nowotomyski,2,0,2,0,2,0,5,433,36,3,33,0
2021-01-26,wielkopolskie,nowotomyski,7,0,0,0,0,48,25,455,65,7,58,0
2021-01-27,wielkopolskie,nowotomyski,3,0,0,0,0,36,5,409,55,3,52,0
2020-12-24,opolskie,nyski,37,2,1,1,0,17,22,385,116,37,78,1
2020-12-25,opolskie,nyski,18,1,0,0,0,15,17,370,57,19,38,0
2020-12-26,opolskie,nyski,7,0,0,0,0,0,24,336,32,7,25,0
2020-12-27,opolskie,nyski,14,1,0,0,0,0,53,276,48,15,33,0
2020-12-28,opolskie,nyski,8,0,0,0,0,0,14,247,53,9,44,0
2020-12-29,opolskie,nyski,21,1,2,1,1,67,35,316,122,26,93,3
2020-12-30,opolskie,nyski,30,2,4,3,1,43,24,336,120,36,83,1
2020-12-31,opolskie,nyski,77,5,1,1,0,34,31,383,196,78,112,6
2021-01-01,opolskie,nyski,27,1,2,2,0,36,20,405,104,31,72,1
2021-01-02,opolskie,nyski,31,2,0,0,0,3,27,365,101,32,67,2
2021-01-03,opolskie,nyski,18,1,0,0,0,0,16,317,92,23,69,0
2021-01-04,opolskie,nyski,12,0,0,0,0,0,8,300,50,12,37,1
2021-01-05,opolskie,nyski,15,1,0,0,0,70,15,369,146,20,125,1
2021-01-06,opolskie,nyski,28,2,1,1,0,41,9,369,175,29,146,0
2021-01-08,opolskie,nyski,5,0,3,2,1,74,47,380,90,9,80,1
2021-01-09,opolskie,nyski,37,2,1,0,1,51,63,369,181,38,143,0
2021-01-10,opolskie,nyski,10,0,0,0,0,0,30,345,87,10,76,1
2021-01-11,opolskie,nyski,20,1,0,0,0,0,21,297,83,23,58,2
2021-01-12,opolskie,nyski,11,0,3,3,0,47,28,356,122,19,102,1
2021-01-13,opolskie,nyski,12,0,2,1,1,30,13,387,117,15,102,0
2021-01-14,opolskie,nyski,35,2,1,1,0,35,16,404,252,38,208,6
2021-01-15,opolskie,nyski,24,1,2,0,2,34,32,417,414,28,372,14
2021-01-16,opolskie,nyski,54,3,0,0,0,35,20,424,159,56,102,1
2021-01-17,opolskie,nyski,10,0,0,0,0,0,7,405,106,12,94,0
2021-01-18,opolskie,nyski,31,2,0,0,0,0,49,373,118,31,84,3
2021-01-19,opolskie,nyski,10,0,2,1,1,33,8,396,105,11,94,0
2021-01-20,opolskie,nyski,20,1,0,0,0,27,14,414,126,24,101,1
2021-01-21,opolskie,nyski,16,1,0,0,0,22,14,445,132,18,110,4
2021-01-22,opolskie,nyski,23,1,1,1,0,35,15,449,167,24,138,5
2021-01-23,opolskie,nyski,5,0,1,1,0,30,35,451,119,6,112,1
2021-01-24,opolskie,nyski,17,1,0,0,0,1,49,409,99,20,75,4
2021-01-25,opolskie,nyski,10,0,0,0,0,0,31,400,71,12,57,2
2021-01-26,opolskie,nyski,18,1,4,0,4,48,18,388,139,22,115,2
2021-01-27,opolskie,nyski,5,0,1,0,1,28,19,387,112,7,105,0
2020-12-24,wielkopolskie,obornicki,29,4,0,0,0,22,26,534,87,30,55,2
2020-12-25,wielkopolskie,obornicki,31,5,0,0,0,13,24,527,57,31,25,1
2020-12-26,wielkopolskie,obornicki,10,1,0,0,0,0,31,487,27,11,16,0
2020-12-27,wielkopolskie,obornicki,10,1,0,0,0,0,24,404,26,11,15,0
2020-12-28,wielkopolskie,obornicki,3,0,0,0,0,1,31,368,16,4,12,0
2020-12-29,wielkopolskie,obornicki,8,1,0,0,0,67,20,382,32,8,23,1
2020-12-30,wielkopolskie,obornicki,35,5,0,0,0,37,5,393,82,37,44,1
2020-12-31,wielkopolskie,obornicki,25,4,0,0,0,29,6,403,93,25,63,5
2021-01-01,wielkopolskie,obornicki,32,5,3,0,3,28,17,410,64,32,32,0
2021-01-02,wielkopolskie,obornicki,31,5,0,0,0,0,27,358,86,32,50,4
2021-01-03,wielkopolskie,obornicki,3,0,0,0,0,0,29,363,27,3,24,0
2021-01-04,wielkopolskie,obornicki,5,0,0,0,0,0,7,323,21,5,15,1
2021-01-05,wielkopolskie,obornicki,18,3,0,0,0,77,15,349,69,18,49,2
2021-01-06,wielkopolskie,obornicki,23,3,0,0,0,43,2,365,60,25,33,2
2021-01-08,wielkopolskie,obornicki,17,2,0,0,0,44,42,369,62,17,45,0
2021-01-09,wielkopolskie,obornicki,36,6,3,2,1,36,36,347,125,38,84,3
2021-01-10,wielkopolskie,obornicki,5,0,0,0,0,0,0,335,27,5,22,0
2021-01-11,wielkopolskie,obornicki,13,2,0,0,0,0,41,308,32,13,19,0
2021-01-12,wielkopolskie,obornicki,15,2,0,0,0,32,5,329,117,15,100,2
2021-01-13,wielkopolskie,obornicki,1,0,0,0,0,20,7,318,28,1,27,0
2021-01-14,wielkopolskie,obornicki,14,2,3,0,3,23,14,335,101,14,83,4
2021-01-15,wielkopolskie,obornicki,16,2,0,0,0,18,27,359,87,16,70,1
2021-01-16,wielkopolskie,obornicki,9,1,1,0,1,23,48,343,86,10,75,1
2021-01-17,wielkopolskie,obornicki,24,4,0,0,0,0,4,298,110,24,85,1
2021-01-18,wielkopolskie,obornicki,1,0,0,0,0,0,29,303,6,1,5,0
2021-01-19,wielkopolskie,obornicki,11,1,0,0,0,31,6,314,56,11,45,0
2021-01-20,wielkopolskie,obornicki,6,1,0,0,0,20,16,316,53,7,46,0
2021-01-21,wielkopolskie,obornicki,19,3,3,1,2,14,16,326,73,20,51,2
2021-01-22,wielkopolskie,obornicki,13,2,0,0,0,28,4,332,56,15,41,0
2021-01-23,wielkopolskie,obornicki,13,2,0,0,0,12,28,308,45,14,31,0
2021-01-24,wielkopolskie,obornicki,21,3,0,0,0,0,11,277,50,21,29,0
2021-01-25,wielkopolskie,obornicki,0,0,0,0,0,0,3,296,13,0,13,0
2021-01-26,wielkopolskie,obornicki,16,2,0,0,0,36,22,301,81,16,65,0
2021-01-27,wielkopolskie,obornicki,12,2,0,0,0,17,0,330,43,12,31,0
2020-12-24,warmińsko-mazurskie,olecki,14,4,0,0,0,13,8,268,30,14,16,0
2020-12-25,warmińsko-mazurskie,olecki,11,3,0,0,0,4,21,264,21,11,10,0
2020-12-26,warmińsko-mazurskie,olecki,3,0,0,0,0,0,7,249,8,3,5,0
2020-12-27,warmińsko-mazurskie,olecki,1,0,1,0,1,0,21,221,11,3,8,0
2020-12-28,warmińsko-mazurskie,olecki,5,1,0,0,0,2,8,213,14,6,8,0
2020-12-29,warmińsko-mazurskie,olecki,12,3,0,0,0,40,11,216,39,14,25,0
2020-12-30,warmińsko-mazurskie,olecki,16,4,0,0,0,18,8,226,40,16,23,1
2020-12-31,warmińsko-mazurskie,olecki,10,2,1,0,1,31,5,237,30,10,19,1
2021-01-01,warmińsko-mazurskie,olecki,21,6,0,0,0,10,16,245,46,21,25,0
2021-01-02,warmińsko-mazurskie,olecki,9,2,0,0,0,0,13,213,15,9,6,0
2021-01-03,warmińsko-mazurskie,olecki,5,1,1,0,1,1,13,195,9,5,4,0
2021-01-04,warmińsko-mazurskie,olecki,2,0,0,0,0,0,7,175,10,2,8,0
2021-01-05,warmińsko-mazurskie,olecki,5,1,1,0,1,40,7,191,25,5,20,0
2021-01-06,warmińsko-mazurskie,olecki,13,3,1,0,1,18,5,192,40,13,27,0
2021-01-08,warmińsko-mazurskie,olecki,1,0,1,0,1,27,12,187,16,1,14,1
2021-01-09,warmińsko-mazurskie,olecki,15,4,0,0,0,14,11,183,44,15,29,0
2021-01-10,warmińsko-mazurskie,olecki,8,2,0,0,0,2,20,174,22,8,13,1
2021-01-11,warmińsko-mazurskie,olecki,5,1,0,0,0,0,10,160,12,5,7,0
2021-01-12,warmińsko-mazurskie,olecki,4,1,1,0,1,17,6,175,23,4,19,0
2021-01-13,warmińsko-mazurskie,olecki,5,1,0,0,0,6,4,170,130,5,125,0
2021-01-14,warmińsko-mazurskie,olecki,8,2,0,0,0,9,1,184,160,8,152,0
2021-01-15,warmińsko-mazurskie,olecki,9,2,3,0,3,6,12,202,40,9,31,0
2021-01-16,warmińsko-mazurskie,olecki,4,1,1,0,1,12,17,202,19,4,15,0
2021-01-17,warmińsko-mazurskie,olecki,4,1,0,0,0,0,1,193,14,4,10,0
2021-01-18,warmińsko-mazurskie,olecki,0,0,0,0,0,0,15,178,8,0,8,0
2021-01-19,warmińsko-mazurskie,olecki,4,1,0,0,0,23,16,193,34,5,28,1
2021-01-20,warmińsko-mazurskie,olecki,11,3,0,0,0,1,0,177,34,11,23,0
2021-01-21,warmińsko-mazurskie,olecki,2,0,1,1,0,9,5,180,19,2,17,0
2021-01-22,warmińsko-mazurskie,olecki,1,0,6,0,6,7,6,175,30,1,29,0
2021-01-23,warmińsko-mazurskie,olecki,4,1,0,0,0,7,7,147,24,5,19,0
2021-01-24,warmińsko-mazurskie,olecki,2,0,0,0,0,0,7,122,17,2,15,0
2021-01-25,warmińsko-mazurskie,olecki,1,0,0,0,0,0,4,122,7,1,6,0
2021-01-26,warmińsko-mazurskie,olecki,3,0,0,0,0,12,6,120,29,3,26,0
2021-01-27,warmińsko-mazurskie,olecki,3,0,1,0,1,1,0,106,23,3,20,0
2020-12-24,opolskie,oleski,10,1,0,0,0,11,3,259,68,10,53,5
2020-12-25,opolskie,oleski,17,2,0,0,0,5,9,240,54,20,33,1
2020-12-26,opolskie,oleski,7,1,0,0,0,0,18,222,23,7,16,0
2020-12-27,opolskie,oleski,6,0,0,0,0,0,8,204,15,6,9,0
2020-12-28,opolskie,oleski,2,0,0,0,0,0,17,196,17,2,15,0
2020-12-29,opolskie,oleski,7,1,1,0,1,28,10,153,44,8,36,0
2020-12-30,opolskie,oleski,14,2,1,0,1,10,5,157,77,24,52,1
2020-12-31,opolskie,oleski,15,2,0,0,0,15,2,148,66,16,46,4
2021-01-01,opolskie,oleski,11,1,1,0,1,6,13,162,63,14,48,1
2021-01-02,opolskie,oleski,14,2,0,0,0,0,14,137,41,14,25,2
2021-01-03,opolskie,oleski,1,0,0,0,0,0,12,132,49,2,46,1
2021-01-04,opolskie,oleski,2,0,0,0,0,0,5,135,34,2,30,2
2021-01-05,opolskie,oleski,5,0,1,0,1,38,5,156,105,7,97,1
2021-01-06,opolskie,oleski,8,1,2,0,2,18,0,176,93,9,80,4
2021-01-08,opolskie,oleski,2,0,0,0,0,18,20,152,51,3,47,1
2021-01-09,opolskie,oleski,5,0,0,0,0,10,15,147,64,6,55,3
