date,wojew,location,new_cases,d_0,new_deaths,new_deaths_c,new_deaths_nc,new_tests_poz,new_recoveries,new_quarantine,new_tests,new_tests_plus,new_tests_minus,new_tests_other
2021-01-17,wielkopolskie,Kalisz,8,0,0,0,0,0,7,243,114,10,101,3
2021-01-18,wielkopolskie,Kalisz,3,0,0,0,0,0,8,230,36,3,32,1
2021-01-19,wielkopolskie,Kalisz,8,0,0,0,0,26,14,258,185,13,171,1
2021-01-20,wielkopolskie,Kalisz,16,1,1,0,1,19,2,273,212,16,196,0
2021-01-21,wielkopolskie,Kalisz,7,0,2,0,2,16,7,284,153,8,141,4
2021-01-22,wielkopolskie,Kalisz,11,1,0,0,0,12,9,297,138,15,122,1
2021-01-23,wielkopolskie,Kalisz,7,0,2,0,2,20,8,281,97,8,89,0
2021-01-24,wielkopolskie,Kalisz,9,0,1,0,1,0,7,261,67,9,58,0
2021-01-25,wielkopolskie,Kalisz,4,0,2,0,2,0,5,257,49,4,45,0
2021-01-26,wielkopolskie,Kalisz,3,0,0,0,0,27,8,286,91,11,80,0
2021-01-27,wielkopolskie,Kalisz,11,1,1,0,1,26,1,275,104,13,91,0
2020-12-24,śląskie,Katowice,73,2,1,0,1,133,59,1047,376,79,292,5
2020-12-25,śląskie,Katowice,58,1,1,0,1,61,96,982,237,63,170,4
2020-12-26,śląskie,Katowice,14,0,0,0,0,1,51,900,104,16,83,5
2020-12-27,śląskie,Katowice,23,0,0,0,0,3,64,822,115,24,87,4
2020-12-28,śląskie,Katowice,23,0,0,0,0,2,76,770,146,26,118,2
2020-12-29,śląskie,Katowice,74,2,9,0,9,184,64,845,415,82,330,3
2020-12-30,śląskie,Katowice,100,3,3,0,3,134,31,856,398,107,285,6
2020-12-31,śląskie,Katowice,112,3,3,0,3,122,62,905,461,120,339,2
2021-01-01,śląskie,Katowice,36,1,2,0,2,87,100,911,243,46,194,3
2021-01-02,śląskie,Katowice,25,0,0,0,0,1,75,816,127,26,100,1
2021-01-03,śląskie,Katowice,37,1,4,1,3,0,67,778,147,39,108,0
2021-01-04,śląskie,Katowice,36,1,0,0,0,1,26,768,140,39,99,2
2021-01-05,śląskie,Katowice,78,2,1,0,1,227,39,877,386,89,295,2
2021-01-06,śląskie,Katowice,127,4,6,1,5,140,20,953,488,137,341,10
2021-01-08,śląskie,Katowice,69,2,1,0,1,193,92,1029,374,73,297,4
2021-01-09,śląskie,Katowice,52,1,2,1,1,121,110,1032,323,55,264,4
2021-01-10,śląskie,Katowice,58,1,0,0,0,2,38,959,248,63,183,2
2021-01-11,śląskie,Katowice,23,0,0,0,0,0,30,905,159,26,131,2
2021-01-12,śląskie,Katowice,62,2,3,1,2,145,54,1097,762,72,687,3
